SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1289.95,1289.95,1267.15,1280.40,1283.00,1292.15,523,5538,7073728.00,
500003,AEGIS LOGIS ,A ,Q,250.75,252.40,242.10,248.50,248.35,250.75,1500,40386,9992480.00,
500008,AMAR RAJA BA,A ,Q,779.40,779.40,760.00,769.50,770.50,779.40,853,26533,20466126.00,
500009,A.SARABHAI  ,X ,Q,10.84,10.84,10.07,10.08,10.08,10.60,99,68410,698025.00,
500010,HDFC        ,A ,Q,1795.00,1799.00,1776.90,1785.15,1785.15,1808.55,2462,152900,272751764.00,
500012,ANDHRA PETRO,X ,Q,53.00,53.85,51.30,51.35,51.35,54.00,458,160029,8287970.00,
500013,ANSAL INFRAS,B ,Q,20.60,20.80,20.30,20.55,20.35,21.35,118,41657,850998.00,
500014,APPLE FINANC,XT,Q,2.81,2.81,2.81,2.81,2.81,2.95,9,5575,15665.00,
500020,BOM DYEING  ,A ,Q,237.00,245.70,235.05,239.30,239.30,249.90,4474,550112,132413818.00,
500023,ASIANHOTNR  ,T ,Q,290.00,301.95,288.15,291.15,291.15,302.90,12,3003,879335.00,
500024,ASSAMCO     ,B ,Q,4.00,4.35,3.97,4.00,4.02,4.17,139,290159,1165760.00,
500027,ATUL LTD.   ,A ,Q,2591.00,2606.65,2565.05,2595.55,2600.00,2598.40,119,798,2063019.00,
500028,ATV PROJECTS,XT,Q,9.83,10.14,9.34,9.96,10.14,9.83,31,15699,149171.00,
500029,AUTOLITE(I) ,B ,Q,62.40,62.70,59.20,60.60,60.20,63.10,102,30426,1888711.00,
500031,BAJAJ ELECT.,A ,Q,529.00,537.00,514.25,531.20,531.20,537.50,1298,55002,28915009.00,
500032,BAJAJHIND   ,A ,Q,9.00,9.49,9.00,9.25,9.25,9.64,915,1457205,13562520.00,
500033,FORCE MOTR  ,B ,Q,2800.00,2817.00,2750.00,2761.40,2761.40,2845.20,3190,34683,96058971.00,
500034,BAJFINANCE  ,A ,Q,1668.15,1694.75,1660.00,1679.85,1682.50,1694.70,2771,40630,68238690.00,
500038,BALRAM.CHINI,A ,Q,83.00,85.70,82.50,84.80,84.80,87.15,2212,440646,37165892.00,
500039,BANCO PROD. ,B ,Q,217.70,217.70,212.00,212.85,212.85,217.70,183,17120,3648144.00,
500040,CENTURY TEXT,A ,Q,1139.50,1142.55,1118.20,1125.75,1126.00,1150.95,982,38117,43109333.00,
500041,BANNARI AMAN,B ,Q,1600.00,1624.00,1600.00,1602.10,1602.10,1600.00,14,667,1068039.00,
500042,BASF INDIA  ,B ,Q,1950.90,1971.85,1926.10,1966.70,1966.70,1979.65,252,1114,2169259.00,
500043,BATA INDIA  ,A ,Q,705.00,711.60,690.00,707.95,707.95,704.95,662,17106,11958263.00,
500048,BEML LTD    ,A ,Q,1048.00,1060.00,1033.15,1053.80,1053.80,1077.55,2245,58758,61519962.00,
500049,BHARAT ELECT,A ,Q,141.90,141.90,138.30,139.80,139.80,143.45,4133,431673,60297155.00,
500052,BHANSALI ENG,B ,Q,161.90,174.00,159.10,163.30,163.30,166.50,1216,176791,28582936.00,
500055,BHUSH STEEL ,B ,Q,37.50,43.20,37.35,41.65,41.65,39.50,6535,1619534,66203095.00,
500058,BIHAR SPONGE,XT,Q,1.96,2.00,1.96,1.96,1.96,2.06,8,2781,5462.00,
500059,BINANI IND. ,B ,Q,90.00,90.00,88.05,88.15,88.45,92.65,226,23474,2071475.00,
500060,BIRLACABLE  ,B ,Q,59.65,60.70,58.70,59.80,59.80,60.75,51,4356,261304.00,
500067,BLUE STAR   ,A ,Q,760.50,761.00,736.40,744.90,746.90,760.50,198,2078,1547220.00,
500068,DISA INDIA  ,X ,Q,6000.00,6200.00,6000.00,6200.00,6200.00,6111.45,9,5064,30384800.00,
500069,BNK CAPITAL ,X ,Q,92.00,99.00,92.00,94.00,94.00,98.80,14,1582,149933.00,
500074,BPL LTD.    ,B ,Q,71.95,73.25,70.05,71.25,71.25,75.00,1359,136049,9756928.00,
500078,OAL         ,X ,Q,881.00,885.00,860.00,866.20,864.00,880.25,59,2074,1798365.00,
500083,CENTURY EXT ,B ,Q,5.28,5.28,5.19,5.19,5.19,5.46,14,6309,32774.00,
500084,CESC LTD.   ,A ,Q,882.00,894.00,862.05,882.50,882.50,884.20,549,15717,13818226.00,
500085,CHAMBAL FERT,A ,Q,166.40,170.45,160.00,162.90,162.90,170.25,1415,133333,21993406.00,
500086,EXIDE IND.  ,A ,Q,215.00,217.50,213.45,216.00,215.60,216.95,1523,73104,15757479.00,
500087,CIPLA LTD.  ,A ,Q,540.00,540.25,533.10,537.30,537.30,540.55,979,44771,24057101.00,
500089,DIC INDIA   ,B ,Q,455.05,465.80,441.05,461.25,451.15,475.00,91,815,373843.00,
500092,CRISIL LTD  ,A ,Q,1944.00,1955.80,1910.00,1940.85,1938.05,1947.10,313,3686,7096068.00,
500093,CGPOWER     ,A ,Q,74.80,75.20,73.10,74.20,74.20,76.15,532,389386,28865624.00,
500096,DABUR (I)   ,A ,Q,316.95,320.65,312.45,318.25,319.40,317.70,1588,40600,12909156.00,
500097,DALMIASUG   ,B ,Q,73.35,73.35,69.30,71.00,71.00,74.25,439,32767,2309316.00,
500101,ARVIND Ltd  ,A ,Q,377.00,380.40,370.10,379.25,379.25,383.95,809,42951,16215982.00,
500102,BALARPUR IND,B ,Q,12.70,13.00,12.45,12.81,12.81,12.94,570,555209,7132353.00,
500103,BHEL        ,A ,Q,80.90,81.95,79.50,81.35,81.35,81.60,2998,615871,49813183.00,
500104,HIND.PETRO  ,A ,Q,344.80,344.80,332.80,338.80,338.80,342.70,2260,123695,41768858.00,
500106,IFCI LTD    ,A ,Q,20.00,20.00,19.40,19.60,19.60,20.15,1598,996718,19578320.00,
500108,MAHA.TELE   ,B ,Q,19.60,19.60,19.05,19.15,19.15,19.95,744,316164,6086399.00,
500109,MRPL        ,A ,Q,110.00,110.90,108.00,110.40,110.40,111.50,712,88839,9773227.00,
500110,CHENNAI PET.,A ,Q,335.00,335.00,321.25,322.85,322.85,338.05,716,26947,8791344.00,
500111,REL.CAP.    ,A ,Q,400.00,412.00,394.35,409.30,409.30,411.15,8919,735629,295282789.00,
500112,STATE BANK  ,A ,Q,238.60,238.60,232.50,234.60,234.60,241.60,13791,1993347,467958749.00,
500113,STEEL AUTH. ,A ,Q,71.15,71.15,67.25,68.85,68.85,73.70,6270,2578838,177589086.00,
500114,TITAN       ,A ,Q,880.00,898.85,873.85,894.50,894.00,887.50,2862,122016,108918323.00,
500116,IDBI BANK L ,A ,Q,73.00,74.50,71.00,71.80,71.80,76.55,9626,4431942,321768073.00,
500117,DCW LTD.    ,B ,Q,31.00,31.80,30.35,30.60,30.60,31.90,564,433186,13416440.00,
500119,DHAMPUR SUGA,B ,Q,144.00,146.65,140.35,142.00,141.00,148.60,474,189234,27225300.00,
500120,DIAMINES&CHM,X ,Q,85.05,90.10,81.00,86.85,85.15,88.00,103,12951,1102510.00,
500123,ELANTAS     ,B ,Q,2070.00,2072.50,2022.05,2064.50,2072.50,2043.60,314,2337,4815738.00,
500124,DR.REDDY'S  ,A ,Q,2085.00,2103.15,2061.25,2073.80,2073.80,2107.70,1407,21490,44709280.00,
500125,E.I.D.PAR   ,A ,Q,272.00,286.00,262.20,281.85,281.85,276.40,690,36217,9924808.00,
500126,MERCK LTD   ,B ,Q,1487.05,1521.00,1479.05,1508.55,1510.00,1499.35,171,3393,5130849.00,
500128,ELEC.CASTING,B ,Q,25.45,25.50,24.75,25.05,24.90,26.25,389,96115,2410726.00,
500132,EMPEE SUGARS,XT,Q,2.75,2.75,2.75,2.75,2.75,2.89,21,18398,50594.00,
500133,ESAB INDIA  ,B ,Q,733.10,750.00,733.10,736.05,736.00,756.75,48,468,346587.00,
500135,ESSEL PROP  ,B ,Q,244.00,247.15,240.00,241.40,241.10,247.05,89,2282,556348.00,
500136,ESTER INDUS.,B ,Q,68.05,68.05,66.25,66.25,66.25,69.70,91,7791,520798.00,
500139,FEDDERELEC  ,B ,Q,62.00,63.75,60.75,61.85,62.50,63.05,243,34977,2154074.00,
500141,FERRO ALLOYS,X ,Q,8.87,9.30,8.80,9.17,9.30,9.26,321,309329,2792220.00,
500142,FGP LTD.    ,XT,Q,1.00,1.00,1.00,1.00,1.00,1.01,1,1000,1000.00,
500143,P.H.CAPITAL ,X ,Q,39.45,39.45,39.45,39.45,39.45,41.50,1,1,39.00,
500144,FINOL. CABLE,A ,Q,628.65,642.75,611.00,630.85,630.00,637.15,560,12567,7852218.00,
500147,CMI FPE     ,X ,Q,856.50,885.00,830.00,865.70,865.00,884.25,42,3540,3059585.00,
500148,UFLEX LTD   ,A ,Q,324.25,335.10,311.00,324.55,326.00,334.30,662,61263,20174646.00,
500150,FOSECO INDIA,B ,Q,1515.00,1522.20,1437.70,1476.50,1476.50,1515.00,72,797,1181678.00,
500153,GANESH BENZO,X ,Q,81.65,82.90,80.00,82.45,82.45,83.20,672,216888,17777039.00,
500155,GARDEN SILK ,B ,Q,31.75,33.10,31.25,32.55,32.80,33.60,87,11111,360746.00,
500159,METROGLOBL  ,X ,Q,71.05,76.95,69.60,73.00,73.00,75.65,30,2265,163157.00,
500160,GTL LTD.    ,B ,Q,10.20,10.30,9.95,10.11,10.08,10.55,246,59764,604737.00,
500163,GODFREY PH  ,A ,Q,805.00,809.85,792.00,800.85,794.40,816.40,432,8401,6725129.00,
500164,GODREJ IND  ,A ,Q,525.00,532.85,518.55,529.75,529.50,529.70,671,12713,6697800.00,
500165,KANSAI NERO ,A ,Q,475.30,475.30,457.25,461.85,459.75,476.15,768,10744,5019300.00,
500166,GOODRICKE   ,X ,Q,320.20,324.95,305.00,307.75,307.75,323.25,324,15157,4721388.00,
500168,GOODYEAR (I),B ,Q,1135.05,1150.00,1090.00,1118.30,1122.00,1165.20,673,7663,8533960.00,
500170,GTN INDUS   ,B ,Q,12.40,12.80,12.30,12.40,12.55,12.75,35,5824,72847.00,
500171,GHCL LTD    ,A ,Q,271.00,273.00,265.00,267.75,267.75,279.85,592,513690,136919450.00,
500173,GUJ.FLOURO  ,B ,Q,758.70,766.80,752.45,762.10,766.80,769.40,159,158399,120687061.00,
500179,HCL INFOSYS ,A ,Q,50.80,50.80,49.40,49.85,49.85,51.85,1581,692596,34589166.00,
500180,HDFC BANK   ,A ,Q,1855.00,1855.00,1836.00,1839.60,1845.00,1868.30,3118,139082,256309208.00,
500182,HEROMOTOCO  ,A ,Q,3461.00,3461.00,3353.75,3414.65,3414.65,3454.85,1965,147091,500478330.00,
500183,HIMACHAL FUT,A ,Q,25.35,26.15,25.00,25.35,25.35,26.25,1617,1595981,40656329.00,
500184,HSCL        ,B ,Q,146.85,148.90,144.00,147.25,147.25,151.85,1344,180137,26518080.00,
500185,HIND.CONSTN.,A ,Q,22.00,25.50,21.80,25.10,25.10,23.90,10876,7324940,177296820.00,
500186,HIND.OIL EXP,B ,Q,110.20,112.00,109.05,110.10,110.10,114.85,1369,183133,20156371.00,
500187,HSIL        ,B ,Q,376.85,381.25,374.00,376.85,378.00,382.30,275,5245,1974611.00,
500188,HINDUS.ZI   ,A ,Q,304.25,304.50,296.45,300.55,300.10,312.50,1184,87540,26334278.00,XD
500189,HINDUJA VENT,B ,Q,650.00,650.00,611.05,615.40,615.40,655.30,136,3042,1902714.00,
500191,HMT LTD.    ,Z ,Q,28.10,29.50,28.10,29.00,28.25,29.50,29,103029,2986571.00,
500192,PRAG BOSIMI ,XT,Q,3.23,3.23,3.23,3.23,3.23,3.40,9,2075,6702.00,
500193,HOTEL LEELA.,B ,Q,16.50,17.95,16.50,17.40,17.35,17.15,263,113904,1989470.00,
500199,I.G.PETRO   ,B ,Q,675.20,675.20,638.00,640.80,640.80,675.20,631,14025,9069026.00,
500201,IND.GLYCOLS ,B ,Q,443.20,444.00,434.70,440.85,442.00,452.70,798,39145,17200513.00,
500207,INDO RAMA   ,B ,Q,29.35,29.90,28.00,29.25,29.25,30.00,212,65899,1901537.00,
500209,INFOSYS LTD ,A ,Q,1145.00,1173.70,1140.00,1167.45,1167.45,1158.80,9329,341510,398178798.00,
500210,INGERSOLL   ,B ,Q,685.25,685.25,665.00,670.85,675.00,689.10,212,3649,2474124.00,
500211,INSILCO LTD.,X ,Q,22.35,23.00,21.60,21.65,21.60,22.40,46,9747,213736.00,
500212,INTEG.FIN.SE,XT,Q,36.10,36.10,36.10,36.10,36.10,38.00,16,200,7220.00,
500213,INTER.TRAVEL,X ,Q,174.90,178.00,171.05,177.55,178.00,175.00,79,8669,1504997.00,
500214,ION EXCHANGE,XT,Q,448.60,459.85,445.00,454.15,455.00,448.60,174,27709,12462644.00,
500215,AGRO TECH FO,B ,Q,634.10,645.00,626.10,635.80,645.00,647.95,39,509,322886.00,
500219,JAIN IRRIG  ,A ,Q,102.90,107.00,102.00,106.60,106.60,105.05,2936,857577,89890075.00,
500220,JASCH INDUST,X ,Q,65.00,69.00,63.00,64.10,64.75,64.40,88,13183,852641.00,
500223,JCT LTD     ,X ,Q,2.85,2.95,2.73,2.86,2.86,2.92,408,880411,2463772.00,
500227,JINDAL POLYF,B ,Q,322.50,325.80,316.20,319.30,320.85,332.45,291,9900,3170434.00,
500228,JSWSL       ,A ,Q,275.00,288.00,275.00,285.90,285.60,285.95,2119,293761,82593649.00,
500231,UMANG DAIR  ,B ,Q,80.00,80.00,77.00,77.40,77.05,81.40,101,8020,624900.00,
500233,KAJARIA CER.,A ,Q,552.35,568.95,549.20,565.25,565.15,562.85,695,16610,9261979.00,
500234,KAKATIYA CEM,B ,Q,242.00,242.00,227.65,233.30,233.00,243.35,166,8643,2008711.00,
500235,KALYANI STEL,B ,Q,267.00,280.75,263.70,278.15,278.15,270.85,1051,60936,16729755.00,
500238,WHIRLPOOL   ,A ,Q,1490.00,1499.60,1454.05,1484.85,1488.00,1502.35,998,3934,5818194.00,
500239,KG DENIM    ,X ,Q,49.00,52.90,46.55,49.05,48.25,51.50,149,36848,1841594.00,
500240,KINETIC ENG.,ST,Q,72.80,72.80,66.50,68.35,69.75,69.75,48,23481,1590775.00,
500241,KIRL.BROS.  ,B ,Q,285.05,285.05,275.30,277.40,276.50,286.75,228,6698,1870500.00,
500243,KIRL INDUS  ,B ,Q,1220.20,1224.90,1209.00,1224.90,1224.90,1220.20,10,74,90076.00,
500245,KIRL.FERROUS,B ,Q,83.00,83.70,81.30,82.95,82.95,84.75,1268,142761,11813787.00,
500246,ENVAIN ELECT,XT,Q,18.70,18.70,18.70,18.70,18.70,17.85,2,501,9368.00,
500247,KOTAK MAH.BK,A ,Q,1041.00,1050.00,1028.65,1039.00,1036.50,1051.60,3223,72201,75004227.00,
500249,KSB PUMPS   ,B ,Q,756.15,795.00,750.15,782.20,790.95,768.40,84,2267,1724813.00,
500250,L.G.BALKRISH,B ,Q,1085.00,1085.00,1040.00,1074.65,1080.00,1086.95,94,659,703671.00,
500251,TRENT LTD.  ,A ,Q,338.80,348.95,327.00,339.65,342.00,339.15,510,17806,5951224.00,
500252,LAKSHMI MACH,A ,Q,6580.00,6650.00,6400.00,6561.90,6620.00,6610.40,450,2475,16047019.00,
500253,LIC HOUS.FIN,A ,Q,515.00,523.00,513.75,518.30,516.00,525.10,1757,92034,47710542.00,
500254,UTTAMVALUE  ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,277,656096,124658.00,
500255,LML LTD.    ,B ,Q,6.25,6.25,6.09,6.09,6.09,6.41,97,44243,269726.00,
500257,LUPIN LTD.  ,A ,Q,750.00,752.85,732.90,735.75,735.75,759.05,3826,136719,101087352.00,
500259,LYKA LABS   ,B ,Q,47.00,47.55,44.00,45.55,45.50,48.45,239,34720,1582718.00,
500260,RAMCOCEM    ,A ,Q,726.60,740.05,710.55,734.10,737.00,734.55,257,6436,4682582.00,
500264,MAFATLAL IND,X ,Q,260.00,269.40,260.00,263.55,264.00,269.55,11,703,186961.00,
500265,MAH.SEAMLESS,B ,Q,441.10,447.25,422.80,426.35,430.00,443.05,432,28392,12282025.00,
500266,MAH.SCOOTER ,B ,Q,2183.00,2203.00,2111.05,2124.45,2116.60,2221.50,129,2913,6300006.00,
500267,MAJESTIC AUT,XT,Q,134.15,145.70,134.10,138.45,138.50,138.80,17,1476,208356.00,
500268,MANALI PETRO,B ,Q,33.05,33.30,32.30,32.40,32.60,33.55,360,126888,4163028.00,
500271,MFSL        ,A ,Q,436.00,455.90,428.50,446.85,445.35,439.20,2095,74757,33232807.00,
500279,MIRC ELECT  ,B ,Q,45.60,45.60,42.40,43.05,43.05,45.60,600,145275,6247488.00,
500280,CENTURY ENKA,B ,Q,300.00,302.00,294.05,296.25,295.85,304.60,284,13258,3943399.00,
500284,LORDS CHLORO,XT,Q,53.70,55.95,53.20,53.20,53.20,55.95,55,34780,1860801.00,
500285,SPICEJET LTD,B ,Q,130.00,130.00,126.50,127.90,127.90,132.20,5959,1175108,150740890.00,
500288,MOREPEN LAB.,B ,Q,31.00,31.15,30.10,30.80,30.80,31.90,766,351006,10821777.00,
500290,MRF LTD.    ,A ,Q,68112.20,69499.95,68112.20,69189.20,68933.90,69510.65,299,471,32535076.00,
500292,HEIDEL CEM  ,A ,Q,145.70,145.95,141.00,144.90,144.90,148.45,278,21810,3149212.00,
500294,NCC         ,A ,Q,117.25,117.60,113.60,115.40,115.40,118.90,1775,381194,44102935.00,
500295,VEDL        ,A ,Q,282.55,285.30,275.00,276.50,276.50,291.15,7401,944339,264194576.00,
500296,NAHAR SPG.  ,B ,Q,87.60,87.60,85.15,86.50,86.50,89.10,177,49713,4273941.00,
500298,NAT.PEROXIDE,B ,Q,2297.00,2297.00,2212.00,2240.05,2240.05,2301.50,281,31101,69713802.00,
500300,GRASIM IND. ,A ,Q,1086.00,1086.00,1047.25,1080.00,1080.00,1091.80,1893,22484,23969106.00,
500302,PEL         ,A ,Q,2461.05,2461.05,2357.95,2398.70,2398.70,2477.65,1661,261487,647081099.00,
500304,NIIT LTD.   ,A ,Q,87.00,87.60,85.10,85.70,85.70,89.20,746,84961,7340762.00,
500306,JAYKAY      ,ST,Q,5.80,5.80,5.53,5.56,5.53,5.82,21,12991,72036.00,
500307,NIRLON      ,B ,Q,204.00,204.00,203.40,203.40,203.40,205.55,20,3384,688438.00,
500312,ONGC CORPN  ,A ,Q,177.00,179.30,176.10,177.25,177.25,178.70,2187,361720,64349161.00,
500313,OIL COUNTRY ,B ,Q,32.05,32.05,29.20,31.70,31.35,33.80,388,59661,1859198.00,
500314,ORIENT HOTEL,B ,Q,42.25,42.95,41.05,42.50,42.80,42.85,198,60936,2544646.00,
500315,ORINTAL BANK,A ,Q,91.30,93.00,88.45,89.45,89.45,94.25,2309,574752,51672138.00,
500317,OSWAL AGRO. ,T ,Q,13.40,13.40,12.74,12.89,12.85,13.41,51,12308,157993.00,
500319,INDIAN SUCRO,XT,Q,22.25,24.35,22.10,23.00,23.00,23.25,40,20071,454430.00,
500322,PANYAM CEMEN,X ,Q,40.00,41.00,39.50,39.65,39.65,41.00,101,15763,629927.00,
500325,RELIANCE    ,A ,Q,893.40,899.70,890.00,892.85,892.85,907.30,6301,416270,372380748.00,
500327,PILITA      ,T ,Q,12.20,12.20,11.60,11.79,11.79,11.90,49,64410,760636.00,
500329,PENTAMED.G  ,X ,Q,0.70,0.70,0.58,0.60,0.60,0.72,171,369619,229541.00,
500330,RAYMOND     ,A ,Q,911.35,916.85,887.00,890.50,890.50,927.55,936,35127,31492712.00,
500331,PIDILITE    ,A ,Q,904.20,905.00,893.00,901.60,902.00,908.20,2268,36012,32399350.00,
500333,PIX TRANS   ,X ,Q,112.00,123.50,112.00,122.10,122.10,121.50,261,55999,6700442.00,
500335,BIRLA CORPN.,B ,Q,731.00,731.00,700.00,704.05,704.05,739.25,347,9105,6471645.00,
500336,SURYA ROSHNI,B ,Q,381.70,389.00,370.60,373.85,373.00,391.45,515,18561,7065202.00,
500337,PRIME SECUR.,B ,Q,48.00,49.10,47.30,47.75,47.75,50.35,188,17697,850286.00,
500338,PRISM CEMENT,B ,Q,111.00,112.00,106.00,108.45,108.25,114.30,920,183160,19906680.00,
500339,RAIN        ,A ,Q,369.25,377.90,367.40,373.45,373.45,380.65,3509,243703,90782334.00,
500343,AMJLAND     ,B ,Q,22.25,23.80,22.10,23.60,23.80,23.50,6,1700,39495.00,
500346,PUN.COMMUNI.,B ,Q,33.20,36.20,33.00,33.50,33.50,35.50,18,3175,107100.00,
500350,RSWM  LTD   ,B ,Q,344.00,345.00,337.10,343.15,341.00,349.05,95,2454,838032.00,
500354,RAJSH.SUGAR ,B ,Q,30.15,31.00,28.90,31.00,29.65,31.25,73,7730,228712.00,
500355,RALLIS INDIA,A ,Q,216.10,220.50,213.40,218.50,217.00,219.00,514,24332,5251527.00,
500356,RAMANEWS    ,B ,Q,26.55,26.90,26.00,26.15,26.30,27.20,62,21388,565553.00,
500357,RAMA PAPER  ,XT,Q,11.74,12.00,11.74,12.00,12.00,12.35,7,1770,21045.00,
500360,RAPICUT CARB,X ,Q,66.10,69.00,65.30,67.10,68.00,67.15,96,11614,775522.00,
500365,RMGALLOY    ,XT,Q,12.68,12.68,12.68,12.68,12.68,12.68,29,490822,6223622.00,
500366,ROLTA (I)   ,B ,Q,59.20,59.20,56.90,57.25,57.50,59.95,1350,503666,28968750.00,
500367,RUBFILA INT.,X ,Q,72.25,73.00,67.15,71.05,71.05,72.25,238,52706,3749152.00,
500368,RUCHI SOYA  ,B ,Q,16.60,17.50,16.45,16.85,16.85,17.85,475,320712,5388034.00,
500372,SAMTEL COL  ,Z ,Q,0.42,0.42,0.42,0.42,0.42,0.44,13,2000,840.00,
500378,JINDAL SAW  ,A ,Q,117.00,118.25,115.00,115.60,115.25,120.10,1035,131208,15256241.00,
500380,JK LAKSHMI  ,A ,Q,436.00,453.35,435.00,449.80,453.00,443.05,374,10722,4754540.00,
500387,SHREE CEMENT,A ,Q,16150.00,16400.00,15950.00,16009.10,16100.00,16288.50,310,652,10494109.00,
500390,REL INFRA   ,A ,Q,424.80,424.80,412.50,418.30,418.30,430.40,3838,323088,134814806.00,
500399,STEELCO GUJ.,X ,Q,7.00,7.29,6.62,6.81,6.99,6.84,39,16680,114000.00,
500400,TATA POWER  ,A ,Q,79.35,80.15,78.10,79.75,79.75,80.05,929,249515,19828460.00,
500402,SPMLINFRA   ,B ,Q,89.20,94.50,89.20,92.30,91.05,95.15,38,2289,207918.00,
500403,SUNDARAM FAS,A ,Q,561.90,566.20,550.00,557.95,560.00,575.35,813,16110,8965171.00,
500404,SUNFLAG IRON,B ,Q,76.90,79.10,75.75,78.35,78.35,79.35,813,175010,13569773.00,
500405,SUPREME PET ,B ,Q,318.85,318.85,308.40,309.90,309.90,321.25,134,6949,2167574.00,
500407,SWARAJ ENGIN,B ,Q,1957.95,1986.00,1900.00,1932.45,1932.45,1967.60,142,2200,4213109.00,
500408,TATA ELXSI  ,A ,Q,982.55,982.55,955.45,965.80,965.80,990.75,1495,42671,41265232.00,
500410,ACC LTD     ,A ,Q,1539.05,1539.05,1518.60,1527.80,1527.80,1546.40,510,7502,11457759.00,
500411,THERMAX     ,A ,Q,1142.00,1164.90,1140.00,1158.05,1161.50,1161.75,99,17535,20064961.00,
500412,THIRUMALAI  ,B ,Q,1784.15,1784.15,1700.05,1706.55,1706.55,1784.15,815,12508,21513858.00,
500413,THOMAS COOK ,B ,Q,262.00,270.00,261.00,268.55,268.55,267.70,983,39829,10607446.00,
500414,TIMEX GROUP ,XT,Q,42.40,44.80,42.40,42.65,42.65,44.50,72,24042,1029325.00,
500418,TOKYO PLAST ,B ,Q,92.00,95.25,89.50,92.60,95.25,94.55,90,4153,381707.00,
500420,TORRENT PHAR,A ,Q,1240.10,1257.00,1224.50,1250.90,1247.05,1247.55,466,6712,8360131.00,
500422,TRANSCHEM   ,X ,Q,32.00,32.95,29.85,30.80,31.20,32.95,30,5654,176685.00,
500425,AMBUJA CEME ,A ,Q,226.50,228.20,223.50,226.95,226.95,228.50,1287,85491,19346466.00,
500426,UTLINDS     ,XT,Q,8.25,8.55,7.75,8.05,8.05,8.15,52,17100,137586.00,
500429,UNIPHOS ENT.,B ,Q,84.30,84.30,80.00,81.50,81.50,86.10,40,2307,187479.00,
500439,VARD HOLDNG ,B ,Q,3991.00,3991.00,3902.65,3954.55,3959.95,4016.45,30,89,351050.00,
500440,HINDALCO    ,A ,Q,208.00,210.70,204.60,205.90,205.90,216.25,3754,541425,112316782.00,
500444,WEST COAS PA,B ,Q,241.00,241.00,232.10,234.80,236.80,243.65,385,10254,2427712.00,
500449,HIND.ORG.CHM,B ,Q,24.40,24.90,24.10,24.25,24.25,25.35,241,71793,1742337.00,
500450,MPIL CORP L ,X ,Q,202.10,202.10,202.10,202.10,202.10,202.05,1,5,1010.00,
500456,PAS.ACRYLON ,X ,Q,23.50,24.50,23.50,24.30,24.30,24.80,177,79837,1937391.00,
500459,PROCTER &GAM,A ,Q,9222.75,9246.10,9150.00,9202.75,9201.00,9264.45,332,969,8905223.00,
500460,MUKAND LTD. ,B ,Q,61.15,63.90,60.30,62.20,62.20,63.80,323,178491,10948038.00,
500463,AGCNET      ,B ,Q,102.00,107.70,101.00,102.00,102.00,103.40,21,2940,300891.00,
500464,UCAL FUEL   ,B ,Q,241.00,246.40,238.25,240.40,240.40,251.55,409,18016,4383522.00,
500467,HARR.MALAYAL,B ,Q,72.25,73.90,71.50,73.15,72.95,74.45,116,7355,534523.00,
500469,FEDERAL BANK,A ,Q,90.00,91.00,88.45,90.55,90.55,90.85,2135,629722,56585896.00,
500470,TATA STEEL  ,A ,Q,561.00,569.25,554.10,566.60,566.60,580.55,12569,942198,529873559.00,
500472,SKF INDIA   ,A ,Q,1689.00,1719.00,1668.00,1674.20,1672.00,1706.20,133,3019,5090560.00,
500477,ASHOK LEYL. ,A ,Q,140.40,142.75,138.25,142.05,142.05,141.95,5890,1220172,171721783.00,
500480,CUMMINS (I) ,A ,Q,732.95,738.00,715.65,732.60,732.60,733.00,1124,31585,22972934.00,
500483,TATA COMM   ,A ,Q,619.10,623.30,615.00,618.10,618.10,627.85,350,13622,8418417.00,
500488,ABBOTT (I)  ,B ,Q,5326.80,5394.00,5300.00,5385.20,5389.00,5437.65,68,273,1464065.00,
500490,BAJ HOLD INV,A ,Q,2525.25,2535.00,2500.45,2508.05,2508.05,2525.25,135,1138,2861677.00,
500493,BHARAT FORGE,A ,Q,688.80,696.80,677.30,690.10,690.10,700.25,2294,64398,44189292.00,
500495,ESCORTS LTD.,A ,Q,800.00,800.00,785.10,794.75,790.90,810.40,1636,34652,27548579.00,
500500,HIND.MOTORS ,T ,Q,7.49,7.63,7.20,7.24,7.24,7.53,198,184767,1354612.00,
500510,LARSEN & TOU,A ,Q,1284.95,1284.95,1262.60,1267.75,1267.75,1294.50,9034,166992,211995979.00,
500520,MAH & MAH   ,A ,Q,729.80,737.25,723.50,733.25,733.25,729.80,2118,100804,73748875.00,
500530,BOSCH LTD   ,A ,Q,17250.00,17400.00,16990.40,17306.90,17306.90,17315.60,699,2153,36993210.00,
500540,PREMIER LTD ,B ,Q,22.55,23.70,21.65,22.10,21.80,23.50,71,2241,49831.00,
500547,BHARAT PET. ,A ,Q,412.90,417.40,406.65,413.60,413.60,414.60,2156,713445,291929767.00,
500550,SIEMENS LTD.,A ,Q,1086.50,1105.00,1080.00,1095.10,1095.10,1095.15,644,10845,11829073.00,
500570,TATA MOTORS ,A ,Q,331.00,335.00,330.10,331.10,331.10,338.20,6363,496525,164844340.00,
