SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530605,GSL NOVA    ,X ,Q,0.76,0.76,0.74,0.74,0.74,0.76,2,1700,1282.00,
530609,CARNATION IN,X ,Q,30.50,32.50,30.25,31.05,30.70,31.50,23,7485,233097.00,
530617,SAMPRE NUTRI,XT,Q,49.95,50.00,47.50,49.95,49.95,50.00,24,3110,150800.00,
530621,AAIL        ,X ,Q,46.05,51.00,46.05,48.25,46.30,49.60,74,5708,273538.00,
530627,VIPULORG    ,X ,Q,169.00,169.80,160.00,168.65,168.65,168.35,166,8229,1373753.00,
530643,ECORECO     ,XT,Q,50.00,50.00,47.50,47.55,47.55,50.00,15,1614,77112.00,
530655,GOODLUCK    ,T ,Q,88.40,89.00,84.65,84.85,84.65,89.10,67,10366,883027.00,
530665,ZENITH HEALT,XT,Q,0.74,0.74,0.73,0.73,0.73,0.75,3,600,442.00,
530677,SUPREME HO  ,XT,Q,15.75,15.75,14.25,14.35,14.25,15.00,41,42318,635382.00,
530689,LYKISLTD    ,ST,Q,42.95,42.95,42.95,42.95,42.95,45.15,1,10,429.00,
530695,PRIME PROP  ,X ,Q,28.75,28.75,27.95,28.25,28.60,29.40,26,2724,76973.00,
530697,ZENLABS     ,X ,Q,49.00,49.00,47.00,48.80,49.00,50.85,13,1669,81663.00,
530699,RAJRAYON    ,T ,Q,0.36,0.36,0.35,0.36,0.36,0.36,5,10802,3868.00,
530703,INFO-DRIVE S,X ,Q,0.17,0.17,0.17,0.17,0.17,0.17,7,17338,2947.00,
530711,JAGAN LAMPS ,XT,Q,15.10,15.85,15.10,15.10,15.10,15.85,9,1021,15512.00,
530715,ALPS INDS.  ,T ,Q,3.32,3.59,3.32,3.41,3.41,3.49,18,6003,20386.00,
530721,ANGIND      ,T ,Q,4.80,5.19,4.80,4.80,4.80,5.04,15,3591,17358.00,
530723,ASIT C FIN  ,X ,Q,52.65,52.70,52.60,52.65,52.70,55.25,9,231789,12192151.00,
530759,STERL.TOOLS ,B ,Q,359.00,362.25,350.75,353.65,353.65,358.90,45,439,155521.00,
530773,IVRCL LTD   ,B ,Q,3.50,3.50,3.38,3.38,3.38,3.55,174,181344,616147.00,
530787,INLAND PRINT,P ,Q,9.98,9.98,9.98,9.98,9.98,10.50,1,600,5988.00,
530789,CEEJAY FINAN,X ,Q,154.00,170.00,144.00,146.45,145.00,155.20,22,816,123722.00,
530801,DIAMONDINFO ,XT,Q,1.82,1.82,1.66,1.82,1.82,1.74,8,9050,15671.00,
530803,BHAGIL      ,B ,Q,269.75,280.65,269.75,272.40,273.85,276.15,112,9166,2512649.00,
530805,OIVL        ,X ,Q,19.80,19.80,19.80,19.80,19.80,18.90,1,200,3960.00,
530809,BNR UDYOG   ,X ,Q,24.65,27.75,24.65,26.85,26.85,26.80,5,1041,25718.00,
530811,NETVISTA INF,T ,Q,2.30,2.30,2.30,2.30,2.30,2.41,2,1000,2300.00,
530813,KRBL LTD.   ,B ,Q,440.20,443.25,428.90,435.65,434.25,440.20,449,14417,6272185.00,
530815,REFNOL RESIN,X ,Q,31.05,34.95,31.05,34.95,34.95,33.00,10,610,19776.00,
530821,SSPDL LTD   ,X ,Q,50.05,53.00,49.00,49.50,49.50,52.35,26,12133,605279.00,
530825,DAIKAFFIL CH,X ,Q,57.00,59.45,55.45,56.05,55.65,59.50,63,4822,273090.00,
530829,CIL SECURITS,X ,Q,29.50,29.50,26.00,26.10,26.10,26.55,35,3825,104088.00,
530843,CUPID LTD   ,B ,Q,259.90,260.65,249.05,252.05,252.05,264.45,357,17579,4458878.00,
530845,SUNSHIELD CH,X ,Q,275.00,280.00,264.20,275.40,275.00,277.30,53,4981,1375576.00,
530853,HIPOLIN LTD.,XT,Q,38.00,38.00,34.40,34.40,34.40,36.20,2,5020,172760.00,
530859,COSBOARD IND,X ,Q,25.35,27.00,25.35,26.50,26.50,27.65,9,1050,27617.00,
530867,SFLINTER    ,X ,Q,2.11,2.11,2.11,2.11,2.11,2.13,1,100,211.00,
530871,CHEMBOND CHM,X ,Q,296.00,315.00,292.55,308.20,309.95,304.25,330,28668,8788010.00,
530883,SUPER CROP. ,X ,Q,22.50,24.50,22.45,23.65,24.20,23.40,170,92642,2132585.00,
530897,N.G.IND.LTD.,X ,Q,72.00,72.00,72.00,72.00,72.00,72.05,2,50,3600.00,
530919,REMSONS IND.,B ,Q,79.40,79.40,72.00,72.00,72.00,75.75,18,970,72842.00,
530943,SRI ADHIKARI,T ,Q,16.10,16.10,15.55,15.60,15.60,16.35,73,22711,360527.00,
530951,RAMINFO     ,X ,Q,37.00,40.00,34.00,36.90,36.90,38.70,25,997,36836.00,
530953,SUNIL AGRO F,X ,Q,65.90,65.95,60.00,60.00,60.00,64.10,15,1798,113098.00,
530959,DIANA TEA CO,X ,Q,18.05,18.95,18.05,18.25,18.25,19.20,130,45972,841864.00,
530961,VIKASECO    ,B ,Q,29.70,29.90,28.75,29.20,29.00,30.85,1123,562554,16443318.00,
530965,INDIAN OIL  ,A ,Q,165.55,169.60,165.55,168.75,168.75,170.10,4800,857783,144171063.00,
530977,SKCIL       ,X ,Q,157.40,157.40,148.55,156.00,156.00,156.35,20,2258,344130.00,
530979,INDIA HOME  ,X ,Q,105.00,105.00,98.25,100.70,100.00,104.20,58,4531,457679.00,
530997,UNIQUE ORGAN,X ,Q,9.50,9.50,9.41,9.41,9.41,9.90,3,885,8328.00,
530999,BALAJI AMINE,B ,Q,572.40,577.90,555.00,570.95,568.00,572.40,208,5506,3132665.00,
531027,LIBORD SEC  ,X ,Q,10.55,10.55,10.55,10.55,10.55,11.10,1,100,1055.00,
531041,COMPETENT AU,X ,Q,245.70,245.70,232.10,239.55,235.00,248.55,74,6868,1663584.00,
531043,DHAN JEEVAN ,XT,Q,31.00,31.00,28.50,28.50,28.50,30.00,8,2740,78714.00,
531049,NEELKANTH RO,XT,Q,7.98,7.98,7.98,7.98,7.98,7.60,1,5,39.00,
531082,ALANKIT     ,B ,Q,43.45,43.45,41.35,41.85,41.85,43.50,162,33764,1410533.00,
531083,NIHAR INFO  ,X ,Q,13.90,13.90,13.90,13.90,13.90,14.50,3,275,3822.00,
531091,UNITED CRED.,X ,Q,17.30,17.30,15.70,15.70,15.70,16.50,2,10,165.00,
531092,OM MET INFRA,B ,Q,50.00,50.00,48.00,48.30,48.35,50.60,605,31153,1521596.00,
531099,RUBRA MEDICA,X ,Q,2.93,3.23,2.93,3.23,3.23,3.08,2,59,180.00,
531109,ISHAN DYES  ,X ,Q,45.55,45.55,43.60,43.90,43.80,46.00,53,3693,162947.00,
531119,CEENIK EXPO.,XT,Q,7.84,7.84,7.84,7.84,7.84,8.25,1,25,196.00,
531120,PATEL ENGG. ,B ,Q,64.00,64.00,62.00,62.25,62.10,64.85,704,147469,9253398.00,
531127,ANARINDUS   ,X ,Q,17.85,17.85,17.85,17.85,17.85,17.00,1,5,89.00,
531129,INANI MARBLE,X ,Q,17.20,17.20,17.15,17.20,17.15,17.25,3,1015,17437.00,
531137,GEMSTONE INV,X ,Q,0.90,0.90,0.90,0.90,0.90,0.89,1,38,34.00,
531146,MEDICAMEN BI,X ,Q,612.00,621.95,592.20,599.80,599.80,622.80,259,11717,7099670.00,
531147,ALICON      ,B ,Q,571.50,571.50,557.00,563.90,558.00,577.00,49,1013,570767.00,
531153,DILIGENT    ,XT,Q,16.75,16.75,15.90,15.90,15.90,16.70,5,190,3085.00,
531158,CATVISION   ,XT,Q,37.90,41.80,37.90,39.95,40.45,39.85,21,12522,476193.00,
531161,ABM KNOWLEDG,X ,Q,80.00,83.00,78.00,80.60,82.90,83.80,68,12584,1005247.00,
531162,EMAMI LTD.  ,A ,Q,1050.00,1066.60,1030.90,1056.20,1063.50,1056.85,1185,6042,6381467.00,
531169,SKP SECURE. ,X ,Q,67.55,67.55,67.50,67.50,67.50,68.45,4,112,7560.00,
531172,PRANAV.SPIN ,X ,Q,16.65,16.95,15.50,16.95,16.95,15.80,3,1004,15567.00,
531173,SYSCHEM (I) ,XT,Q,11.99,11.99,11.45,11.45,11.45,12.05,21,18406,213243.00,
531179,ARMAN FIN   ,B ,Q,318.00,331.20,310.00,316.20,317.00,324.90,29,13171,4181141.00,
531198,DHANADACOL  ,XT,Q,3.81,3.81,3.81,3.81,3.81,4.01,2,102,388.00,
531201,SHILCHAR TEC,X ,Q,382.00,382.00,381.00,382.00,382.00,383.00,9,82,31320.00,
531206,KWALITY CRED,XT,Q,8.70,8.70,8.70,8.70,8.70,8.62,2,10,87.00,
531209,NUCLE.SOFT E,B ,Q,415.75,415.75,395.00,400.10,400.40,415.75,166,3004,1203470.00,
531212,NALIN LEASE ,X ,Q,20.40,21.45,20.40,21.45,21.45,20.45,2,150,3165.00,
531213,MANAP FIN   ,A ,Q,102.10,106.10,101.00,105.75,105.75,102.85,4236,1262867,130852455.00,
531215,RTS POWER CO,X ,Q,50.20,51.75,50.00,50.90,50.90,53.75,38,2893,146476.00,
531216,COMFORT INTE,XT,Q,1.53,1.53,1.50,1.50,1.50,1.53,44,36255,54382.00,
531223,ANJANI SYNT.,X ,Q,30.00,31.00,29.20,29.85,30.00,30.60,15,1737,52066.00,
531233,RASI ELECTRO,XT,Q,5.71,5.96,5.69,5.69,5.69,5.98,47,18290,104912.00,
531234,VICTORY PAPR,XT,Q,59.25,59.40,55.10,55.10,55.10,57.90,18,3722,215329.00,
531241,LINC PEN &PL,B ,Q,416.00,416.00,397.00,402.65,404.00,415.95,31,1025,420273.00,
531253,INDIA GELAT.,X ,Q,100.10,105.00,100.10,104.75,105.00,106.50,22,5353,551095.00,
531254,OPTIFIN     ,X ,Q,14.25,15.65,14.25,15.65,15.65,14.95,6,2925,45497.00,
531255,PARAGON FIN.,X ,Q,18.00,19.70,16.20,18.15,18.00,18.00,17,2670,44919.00,
531266,VST TILLERS ,B ,Q,2644.00,2644.00,2559.60,2600.80,2561.00,2640.00,82,852,2211622.00,
531273,RADHE DEVLOP,X ,Q,14.75,15.90,13.50,14.15,14.15,14.90,56,9817,139328.00,
531278,ELIXIR      ,X ,Q,46.10,49.90,45.90,47.25,47.25,47.05,12,839,38674.00,
531280,PANKAJ POLY.,X ,Q,9.00,9.00,9.00,9.00,9.00,8.84,1,3,27.00,
531287,NAT PLASTIC ,X ,Q,42.50,42.50,37.80,37.80,37.80,37.80,6,2060,79029.00,
531288,LEAD FINANC ,XT,Q,8.56,8.56,8.16,8.16,8.16,8.58,4,617,5138.00,
531289,NATFIT      ,X ,Q,198.00,198.00,190.00,197.50,197.90,196.55,42,1436,279144.00,
531300,AMIT INTNL. ,XT,Q,2.50,2.50,2.50,2.50,2.50,2.50,4,2367,5917.00,
531306,DHP INDIA LT,XT,Q,508.00,508.00,490.00,492.50,491.50,495.95,103,6376,3151500.00,
531323,SANTARAM SPN,X ,Q,6.28,6.28,6.28,6.28,6.28,6.61,4,2120,13313.00,
531328,KRETTOSYS   ,X ,Q,32.15,32.15,32.15,32.15,32.15,32.15,11,13000,417950.00,
531335,ZYDUS WELL  ,B ,Q,1168.05,1168.05,1130.65,1141.60,1146.10,1168.05,132,3588,4079196.00,
531339,JAIHIND PROJ,B ,Q,5.00,5.30,5.00,5.30,5.30,5.25,4,2801,14725.00,
531340,BERVIN INV. ,XT,Q,22.05,22.10,22.05,22.10,22.10,21.05,2,21,464.00,
531344,CONTAIN.CORP,A ,Q,1165.10,1216.00,1163.20,1210.60,1200.00,1181.70,1073,20183,24207199.00,
531346,EASTERN TRED,X ,Q,80.10,80.10,76.25,77.00,77.00,81.55,39,3645,285609.00,
531349,PANACEA BIOT,B ,Q,266.20,269.55,258.20,261.00,261.00,270.55,435,20467,5434441.00,
531352,PEETI SECURT,XT,Q,7.77,8.07,7.77,7.78,8.07,7.92,4,357,2778.00,
531358,CHOICE INT. ,X ,Q,127.90,129.35,125.00,126.50,126.00,128.85,43,3126,396687.00,
531359,SHRIRAM ASSE,X ,Q,52.00,56.00,52.00,55.75,56.00,54.00,15,2080,114010.00,
531370,SPARC SYSTEM,XT,Q,4.10,4.52,4.10,4.52,4.52,4.31,2,240,1068.00,
531373,BYKE HOSP   ,B ,Q,163.00,170.00,158.40,166.75,166.75,165.15,517,30740,5038388.00,
531390,UPSURGE INV.,X ,Q,44.25,44.30,44.25,44.30,44.30,46.55,4,126,5576.00,
531398,SOURCENTRL  ,XT,Q,106.00,106.00,106.00,106.00,106.00,101.20,1,1,106.00,
531400,ALMONDZ GLO ,B ,Q,21.25,22.65,21.05,21.80,21.80,22.15,14,30573,644192.00,
531402,LWS KNITWEAR,XT,Q,13.70,13.80,13.70,13.80,13.80,13.67,2,500,6899.00,
531404,ZICOM ELECTR,B ,Q,16.35,16.35,15.45,15.75,15.55,16.95,340,87880,1379456.00,
531410,GUJ.FOILS   ,XT,Q,9.00,9.00,8.99,8.99,8.99,9.46,3,325,2924.00,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,3,252,123.00,
531416,NARENDRA PRO,X ,Q,11.00,11.00,11.00,11.00,11.00,11.50,1,611,6721.00,
531417,MEGA CORPN. ,XT,Q,1.25,1.25,1.23,1.23,1.23,1.25,6,3305,4065.00,
531426,TAMIL.NEWSPR,B ,Q,340.00,340.00,329.60,331.30,331.25,341.75,242,7258,2415037.00,
531431,SHAKTI PUMPS,B ,Q,525.00,525.00,515.50,518.85,519.00,533.85,233,5115,2656501.00,
531437,PWASML      ,X ,Q,41.75,42.95,41.60,42.95,42.95,43.70,10,1161,48436.00,
531439,GOLDSTONE EN,B ,Q,12.00,12.72,11.95,12.03,12.29,12.57,18,5751,69757.00,
531449,GRM OVERSEAS,X ,Q,277.00,277.00,236.70,254.95,250.00,263.00,33,992,250733.00,
531453,MOHIT INDUS.,B ,Q,28.55,29.50,27.30,28.50,28.70,30.20,117,18488,525465.00,
531454,POLYLINK POL,XT,Q,22.40,23.85,22.40,22.90,22.90,23.55,13,2919,67543.00,
531463,GBLINFRA    ,X ,Q,74.05,74.05,74.05,74.05,74.05,74.05,5,107,7923.00,
531467,ARNAVCORP   ,XT,Q,0.29,0.29,0.29,0.29,0.29,0.30,26,87574,25396.00,
531471,DUKE OFFSHOR,X ,Q,66.50,70.00,66.50,69.00,68.70,68.30,39,10212,701868.00,
531489,CG-VAK SOFTW,SS,Q,22.10,23.20,22.10,22.25,22.25,22.10,6,12177,282323.00,
531494,NAVKAR BUILD,XT,Q,22.85,23.95,22.20,22.20,22.20,23.35,50,129691,3047478.00,
531495,BLUECOAST   ,B ,Q,118.00,118.00,118.00,118.00,118.00,114.20,5,3570,421260.00,
531497,MADHUCON PRJ,B ,Q,21.35,21.35,19.80,20.65,20.50,21.35,367,85071,1746116.00,
531500,RAJESH EXPO.,A ,Q,725.00,727.95,713.55,719.10,720.45,728.95,597,39659,28537457.00,
531508,EVEREADY (I),B ,Q,373.65,373.65,358.00,359.30,359.30,373.65,430,25058,9074430.00,
531512,ORIENT TRADE,XT,Q,3.21,3.21,3.21,3.21,3.21,3.37,2,8665,27814.00,
531518,VIKAS GRAN  ,XT,Q,9.98,9.98,9.78,9.78,9.78,9.97,17,11066,108275.00,
531519,ANKUSH FINST,XT,Q,6.85,6.85,6.85,6.85,6.85,6.60,1,50,342.00,
531524,I.C.S.A. IND,T ,Q,2.80,2.85,2.67,2.83,2.83,2.81,11,150756,425523.00,
531525,ACE SOFTWARE,X ,Q,24.50,26.95,23.20,25.65,26.85,25.35,16,2050,52462.00,
531531,HATSUN AGRO ,B ,Q,710.00,716.25,656.90,707.90,704.85,715.80,149,980,683688.00,
531539,RISHABH DIGH,XT,Q,42.30,46.55,42.20,46.45,46.45,44.40,13,1567,66967.00,
531540,MARUTI INFRA,X ,Q,25.00,26.00,21.10,23.10,23.20,23.15,55,12817,299986.00,
531541,AVONLIFE    ,Z ,Q,10.29,10.30,10.29,10.30,10.30,10.83,11,6570,67617.00,
531543,JINDAL WORLD,B ,Q,799.00,799.00,760.00,770.95,770.95,806.70,463,29552,22923671.00,
531547,TIRUPATI IND,XT,Q,9.25,9.25,8.41,8.41,8.41,8.85,8,5940,53955.00,
531548,SOMANY CRAM ,B ,Q,668.85,698.95,657.20,682.35,698.95,668.85,139,3422,2286508.00,
531556,CORAL (I)FIN,B ,Q,33.65,34.90,33.50,34.40,33.70,35.50,125,14286,484349.00,
531574,VAS INFRA   ,X ,Q,10.13,11.48,10.12,10.66,11.39,10.45,33,4078,41619.00,
531578,KMF BUILDERS,X ,Q,2.41,2.42,2.41,2.42,2.42,2.53,4,3170,7666.00,
531583,RAP MEDIA   ,XT,Q,11.22,11.25,11.22,11.25,11.25,11.81,2,1015,11418.00,
531590,BILPOWER LTD,T ,Q,1.38,1.38,1.38,1.38,1.38,1.45,8,43239,59669.00,
531595,CGCL        ,B ,Q,80.00,84.75,80.00,81.70,81.50,82.50,68,8102,665145.00,
531598,NIMBUS FOOD ,X ,Q,0.33,0.33,0.33,0.33,0.33,0.34,1,30000,9900.00,
531599,FDC LIMITED ,B ,Q,260.45,260.45,243.60,245.80,246.00,260.45,297,4974,1237690.00,
531608,GORANI INDUS,XT,Q,23.10,23.10,23.10,23.10,23.10,23.10,1,500,11550.00,
531609,KG PETROCHEM,XT,Q,94.70,94.70,93.65,93.65,93.65,98.55,7,154,14503.00,
531611,AADHAARVEN  ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,3,102026,49992.00,
531616,STARCOM     ,XT,Q,240.50,240.50,217.75,236.95,236.90,229.20,27,1335,293735.00,
531624,COUNTRY COND,B ,Q,3.42,3.42,3.42,3.42,3.42,3.59,3,40,136.00,
531633,LINCOLN PHAR,B ,Q,211.10,223.05,211.10,215.80,215.00,224.75,129,9356,2033594.00,
531637,SWORD &SHIEL,XT,Q,8.00,8.00,8.00,8.00,8.00,8.00,1,250,2000.00,
531638,SURAJ LTD   ,XT,Q,42.75,47.20,42.75,47.20,47.20,45.00,3,300,13715.00,
531642,MARICOLTD   ,A ,Q,321.90,326.95,319.00,325.25,325.25,322.85,638,29619,9555828.00,
531661,HITTCO TOOLS,XT,Q,3.76,3.76,3.76,3.76,3.76,3.59,1,10,37.00,
531672,INANI SEC.  ,X ,Q,10.63,10.63,10.63,10.63,10.63,11.18,3,684,7270.00,
531676,VAGHANI     ,X ,Q,4.88,4.88,4.64,4.64,4.64,4.88,3,1599,7559.00,
531680,MAYUR LEATHR,XT,Q,20.90,20.90,19.90,19.90,19.90,20.90,5,504,10033.00,
531686,ADVIK LABORS,XT,Q,4.40,4.41,4.40,4.41,4.41,4.60,9,399,1756.00,
531687,KARUTURI GLO,T ,Q,2.35,2.35,2.35,2.35,2.35,2.47,77,271382,637747.00,
531688,PRITHVIEXCH ,X ,Q,49.75,50.00,45.20,45.25,45.25,46.75,8,507,23395.00,
531694,RAINBOW FOUN,X ,Q,13.05,13.54,13.05,13.54,13.54,13.54,3,29,392.00,
531712,TRILOGIC    ,Z ,Q,0.84,0.84,0.84,0.84,0.84,0.88,1,3,2.00,
531717,VIDHIING    ,B ,Q,81.50,83.75,77.60,81.45,81.45,81.60,558,63469,5049376.00,
531719,BHAGIRA.CHEM,X ,Q,276.05,285.00,270.00,275.75,272.10,299.00,17,599,165217.00,
531723,STAMPEDE CAP,T ,Q,9.20,9.20,9.12,9.12,9.12,9.59,59,595367,5429980.00,
531726,PANCHSHEEL O,X ,Q,70.00,71.00,68.70,70.00,70.00,72.55,8,5850,405640.00,
531727,MENON PISTON,XT,Q,25.95,25.95,24.20,25.25,25.50,25.30,109,17171,424788.00,
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,32.95,32.95,1,1,32.00,
531739,GENNEX LAB  ,X ,Q,3.75,3.89,3.70,3.78,3.78,3.87,171,227243,852990.00,
531744,GINI SILK MI,X ,Q,160.00,164.00,159.00,164.00,164.00,164.80,9,164,26569.00,
531746,PRAJAY ENGS.,B ,Q,11.56,11.67,11.41,11.41,11.41,12.01,18,2978,34148.00,
531761,APOLLOPIPES ,X ,Q,519.50,530.00,500.00,514.50,530.00,519.55,311,44078,22426393.00,
531762,UNJHA FORMUL,X ,Q,12.16,12.18,12.16,12.18,12.18,12.78,2,361,4389.00,
531768,POLY MEDICUR,B ,Q,250.00,255.00,247.05,251.30,254.00,250.90,62,1501,376048.00,
531769,PFL INFOTECH,X ,Q,7.73,8.11,7.35,8.11,8.11,7.73,9,1790,13461.00,
531775,CISTRO TELE.,XT,Q,0.21,0.21,0.21,0.21,0.21,0.20,1,25,5.00,
531778,KACHCHHMIN  ,XT,Q,2.84,2.84,2.84,2.84,2.84,2.71,1,1100,3124.00,
531780,KACL        ,X ,Q,1.86,1.86,1.86,1.86,1.86,1.95,4,94,174.00,
531795,ATUL AUTO   ,B ,Q,420.10,445.00,420.00,439.50,439.50,430.35,244,3425,1465980.00,
531802,PRERNA INFR ,X ,Q,16.55,19.00,16.55,17.50,17.50,18.10,48,28243,510505.00,
531814,TIRUPATI SAR,X ,Q,18.45,18.85,17.60,18.00,18.00,18.65,31,12488,229534.00,
531816,PANORAM UNI ,B ,Q,9.26,9.26,8.21,8.45,8.45,8.71,28,18950,161758.00,
531822,RODIUM      ,X ,Q,135.00,135.20,134.10,134.20,134.20,135.50,33,5686,764850.00,
531831,UNISYS SOFT.,X ,Q,22.45,22.45,22.45,22.45,22.45,22.90,1,1,22.00,
531834,NATURA HUE C,XT,Q,4.37,4.37,4.37,4.37,4.37,4.37,1,1000,4370.00,
531842,LAHOTI OVER.,X ,Q,19.65,20.00,19.50,19.70,19.70,20.25,28,4269,84050.00,
531845,ZENITH BIRLA,T ,Q,2.01,2.01,2.01,2.01,2.01,2.11,12,19001,38192.00,
531846,TRINITYLEA  ,XT,Q,6.26,6.26,6.26,6.26,6.26,5.97,9,1900,11894.00,
531855,PRABHAV IND ,XT,Q,1.17,1.17,1.17,1.17,1.17,1.17,1,1000,1170.00,
531859,ORIENTAL VEN,X ,Q,500.00,500.00,476.50,492.60,490.05,491.05,20,474,231980.00,
531861,JOINDRE CAPI,X ,Q,25.20,26.95,24.00,25.70,25.75,26.55,69,9403,240624.00,
531862,BHARATAGRI  ,X ,Q,132.00,136.75,130.00,135.40,136.60,137.05,31,3125,420692.00,
531867,UNITECH INTE,SS,Q,5.80,6.39,5.50,5.95,5.95,5.55,29,9591,54236.00,
531869,SACHETA MET.,SS,Q,40.85,40.95,38.85,39.95,38.85,40.85,24,10146,404567.00,
531879,PIONEER DIS.,B ,Q,172.10,201.00,172.10,189.25,189.25,176.40,11,568,106526.00,
531881,GMETCOAL    ,XT,Q,24.65,24.65,24.65,24.65,24.65,24.20,3,520,12818.00,
531882,KWALITYLTD  ,A ,Q,82.00,84.00,81.55,82.00,82.00,84.50,1672,829025,68697879.00,
531888,REXNORD ELE.,X ,Q,62.00,62.60,58.60,61.65,62.60,61.95,43,4776,293665.00,
531892,KHANDWALA SE,B ,Q,16.65,17.90,16.65,17.90,17.90,17.40,7,4540,75600.00,
531893,SAWACA BUSI ,ST,Q,1.55,1.55,1.55,1.55,1.55,1.55,2,250,387.00,
531900,CCL INTER   ,X ,Q,12.95,12.95,12.80,12.80,12.80,12.95,4,200,2582.00,
531917,TWINSTAR SOF,X ,Q,2.25,2.25,2.05,2.05,2.05,2.15,12,5325,11118.00,
531921,AGAR IND COR,T ,Q,372.00,372.00,360.50,360.50,360.50,379.45,18,1813,654590.00,
531923,DHAMPURE SGR,X ,Q,13.00,14.00,13.00,13.15,13.00,13.90,10,851,11182.00,
531925,SHANTANU SHE,ST,Q,4.11,4.11,4.11,4.11,4.11,4.11,15,84564,347558.00,
531934,SUPREME TEX ,T ,Q,1.55,1.55,1.48,1.48,1.48,1.55,25,30680,45793.00,
531936,BLUE CHIP(I),T ,Q,0.21,0.21,0.21,0.21,0.21,0.21,2,1000,210.00,
531950,VERTEX SEC. ,X ,Q,2.50,2.50,2.35,2.36,2.42,2.44,37,226201,533356.00,
531952,RIBA TEXTILS,X ,Q,100.00,100.00,91.25,92.00,92.00,99.60,121,18436,1781545.00,
531962,SHREMETAL   ,XT,Q,6.10,6.10,6.10,6.10,6.10,6.35,1,25,152.00,
531977,CHARTERLOGIS,X ,Q,15.70,15.70,14.70,15.00,15.00,15.90,488,545780,8172325.00,
531978,AMBIKA COTTO,B ,Q,1286.00,1293.95,1270.00,1273.25,1275.00,1286.80,30,379,484591.00,
531979,HIND ALUMIN ,X ,Q,93.00,97.85,92.10,95.55,95.00,96.70,58,5947,571943.00,
531996,ODYSSEY CORP,ST,Q,1.52,1.52,1.52,1.52,1.52,1.60,4,96700,146984.00,
532001,INDUCTO STL.,XT,Q,22.60,22.60,22.60,22.60,22.60,23.75,4,2200,49720.00,
532005,SAM INDUS.  ,X ,Q,16.45,17.20,16.40,16.40,16.40,16.40,11,3892,64659.00,
532021,SENBO IND.  ,XT,Q,6.10,6.10,6.10,6.10,6.10,6.10,2,22,134.00,
532022,FILAT FASH  ,X ,Q,2.59,2.60,2.59,2.60,2.60,2.68,10,2914,7574.00,
532033,JAIN STUDIOS,T ,Q,3.23,3.40,3.21,3.21,3.21,3.35,19,6052,19439.00,
532035,UNISTAR MULT,X ,Q,2.85,2.85,2.85,2.85,2.85,2.90,1,1000,2850.00,
532038,EMMSONS INT.,Z ,Q,3.22,3.22,3.22,3.22,3.22,3.38,1,30,96.00,
532039,ZENOTECH    ,X ,Q,40.00,40.85,38.75,39.90,40.00,40.00,72,47555,1906665.00,
532051,SWELECT     ,B ,Q,357.00,358.00,336.00,349.60,353.80,362.10,73,1257,439658.00,
532053,WALLFORT FIN,X ,Q,106.30,116.80,106.30,109.75,110.00,111.30,56,19344,2139429.00,
532054,KDDL LTD    ,B ,Q,370.20,390.00,367.25,374.95,380.00,378.75,13,6504,2492395.00,
532056,ADINATH EXIM,XT,Q,24.70,24.70,24.70,24.70,24.70,24.55,1,1,24.00,
532067,KILPEST (I) ,XT,Q,125.00,134.00,125.00,130.90,134.00,130.00,57,6540,828428.00,
532070,SUPERB PAPER,X ,Q,29.05,29.05,29.00,29.00,29.00,28.90,21,5500,159537.00,
532081,KSERASERA   ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,38,122526,23279.00,
532090,VANDANA     ,XT,Q,0.22,0.22,0.22,0.22,0.22,0.22,2,761,167.00,
532097,MUKAND ENGG.,B ,Q,36.25,36.45,34.50,35.10,34.70,36.30,186,30861,1088729.00,
532102,SBEC SUGAR  ,XT,Q,6.63,6.63,6.63,6.63,6.63,6.33,2,2463,16329.00,
532114,AREALTY     ,X ,Q,1.99,1.99,1.98,1.98,1.98,2.02,3,5000,9910.00,
532121,DENA BANK   ,A ,Q,18.90,18.90,18.00,18.55,18.50,19.05,653,355305,6590423.00,
532123,BSE  INFRA  ,B ,Q,3.80,3.80,3.62,3.71,3.74,3.80,70,57409,211269.00,
532124,RELIAB VEN  ,X ,Q,16.80,16.80,15.50,16.35,16.80,16.05,8,421,6767.00,
532129,HEXAWARE TEC,A ,Q,380.00,380.00,373.20,376.30,375.35,383.50,704,37333,14056217.00,
532134,BANKBARODA  ,A ,Q,133.00,136.00,129.85,133.10,133.10,135.00,3581,833948,110184633.00,
532141,ANDHRA CEMEN,T ,Q,9.27,9.79,9.19,9.40,9.45,9.67,62,122068,1131138.00,
532143,SKM EGG PROD,B ,Q,81.85,84.70,81.85,84.40,84.00,85.30,205,12957,1081256.00,
532144,WELCORP     ,A ,Q,126.65,132.60,121.15,130.30,130.30,131.95,1132,102756,12995333.00,
532145,H.S.(I) LTD.,X ,Q,9.50,9.50,8.75,9.39,9.39,9.90,27,4613,41957.00,
